,rain,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320110630-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320110630-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120601-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120601-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120601-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120601-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120601-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120602-053000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120602-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120602-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120602-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120602-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120603-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120603-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120603-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120603-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120603-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120604-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120604-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120604-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120604-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120604-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120605-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120605-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120605-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120605-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120605-073000.wav,0,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120606-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120606-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120606-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120606-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120606-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120607-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120607-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120607-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120607-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120607-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120608-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120608-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120608-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120608-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120608-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120609-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120609-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120609-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120609-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120609-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120610-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120610-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120610-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120610-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120610-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120611-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120611-060000.wav,0,loon
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120611-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120611-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120611-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120612-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120612-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120612-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120612-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120612-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120613-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120613-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120613-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120613-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120613-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120614-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120614-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120614-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120614-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120614-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120615-053000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120615-060000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120615-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120615-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120615-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120616-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120616-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120616-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120616-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120616-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120617-053000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120617-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120617-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120617-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120617-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120618-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120618-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120618-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120618-070000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120618-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120619-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120619-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120619-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120619-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120619-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120620-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120620-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120620-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120620-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120620-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120621-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120621-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120621-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120621-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120621-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120622-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120622-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120622-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120622-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120622-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120623-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120623-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120623-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120623-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120623-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120624-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120624-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120624-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120624-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120624-073000.wav,1,double check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120625-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120625-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120625-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120625-070000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120625-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120626-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120626-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120626-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120626-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120626-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120627-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120627-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120627-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120627-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120627-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120628-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120628-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120628-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120628-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120628-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120629-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120629-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120629-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120629-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120629-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120630-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120630-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120630-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120630-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320120630-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130601-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130601-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130601-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130601-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130601-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130602-053000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130602-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130602-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130602-070000.wav,1,mostly wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130602-073000.wav,1,mostly wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130603-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130603-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130603-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130603-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130603-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130604-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130604-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130604-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130604-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130604-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130605-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130605-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130605-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130605-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130605-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130606-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130606-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130606-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130606-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130606-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130607-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130607-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130607-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130607-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130607-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130608-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130608-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130608-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130608-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130608-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130609-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130609-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130609-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130609-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130609-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130610-053000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130610-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130610-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130610-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130610-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130611-053000.wav,1,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130611-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130611-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130611-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130611-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130612-053000.wav,0,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130612-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130612-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130612-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130612-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130613-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130613-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130613-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130613-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130613-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130614-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130614-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130614-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130614-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130614-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130615-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130615-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130615-063000.wav,0,
